Plate,Metadata_Well,Drug,Concentration,Metadata_row,Metadata_column,NumberOfCells,NumberOfCells_ADR,NumberOfCells_MES
2214046,O18,GSK1070916,0.01,15,18,969.0,620.0,349.0
2214046,O19,Crenigacestat,1.0,15,19,962.0,612.0,350.0
2214046,O20,Crenigacestat,10.0,15,20,975.0,616.0,359.0
2214046,O21,Brequinar,10.0,15,21,658.0,309.0,349.0
2214046,O22,Valemetostat,10.0,15,22,1379.0,939.0,440.0
2214046,O23,10058-F4,10.0,15,23,969.0,629.0,340.0
2214046,O24,MIM1,10.0,15,24,908.0,692.0,216.0
2214046,P01,Fluvastatin,0.1,16,1,721.0,318.0,403.0
2214046,P02,GSK1070916,0.1,16,2,226.0,135.0,91.0
2214046,P03,VLX600,1.0,16,3,168.0,26.0,142.0
2214046,P04,Piperlongumine,10.0,16,4,18.0,2.0,16.0
2214046,P05,GSK481,1.0,16,5,825.0,479.0,346.0
2214046,P06,Pladienolide B,0.1,16,6,115.0,54.0,61.0
2214046,P07,Brusatol,10.0,16,7,142.0,62.0,80.0
2214046,P08,"10,12-Tricosadiynoic acid",1.0,16,8,766.0,428.0,338.0
2214046,P09,Forskolin,0.1,16,9,798.0,442.0,356.0
2214046,P10,TAK-243 (MLN7243),0.1,16,10,76.0,1.0,75.0
2214046,P11,DMSO,0.0,16,11,897.0,512.0,385.0
2214046,P12,LY2109761,5.0,16,12,1080.0,557.0,523.0
2214046,P13,Apratastat (TMI-005),10.0,16,13,892.0,503.0,389.0
2214046,P14,R428,10.0,16,14,1705.0,1332.0,373.0
2214046,P15,Perifosine,0.1,16,15,1076.0,635.0,441.0
2214046,P16,Ezatiostat,0.01,16,16,1020.0,585.0,435.0
2214046,P17,GSK1070916,1.0,16,17,281.0,161.0,120.0
2214046,P18,LOXO-292,0.01,16,18,915.0,537.0,378.0
2214046,P19,BMS 345541 (trifluoroacetate salt),10.0,16,19,30.0,13.0,17.0
2214046,P20,GM6001 (Ilomastat ),1.0,16,20,905.0,526.0,379.0
2214046,P21,R428,1.0,16,21,1845.0,1455.0,390.0
2214046,P22,GM6001 (Ilomastat ),10.0,16,22,943.0,560.0,383.0
2214046,P23,Brequinar,0.1,16,23,859.0,471.0,388.0
2214046,P24,HX531,0.01,16,24,897.0,476.0,421.0
2214047,A01,Ritlecitinib,1.0,1,1,779.0,424.0,355.0
2214047,A02,Daidzin,10.0,1,2,809.0,437.0,372.0
2214047,A03,AM-0902,1.0,1,3,839.0,459.0,380.0
2214047,A04,AZD0156,1.0,1,4,1040.0,647.0,393.0
2214047,A05,K-975,10.0,1,5,121.0,30.0,91.0
2214047,A06,Pralsetinib,10.0,1,6,700.0,546.0,154.0
2214047,A07,Verteporfin,0.001,1,7,932.0,524.0,408.0
2214047,A08,PF-3758309,0.1,1,8,550.0,197.0,353.0
2214047,A09,Withaferin A,1.0,1,9,17.0,5.0,12.0
2214047,A10,6-thio-dG,0.1,1,10,817.0,432.0,385.0
2214047,A11,K-975,0.01,1,11,841.0,467.0,374.0
2214047,A12,Pictilisib,0.1,1,12,743.0,428.0,315.0
2214047,A13,DMSO,0.0,1,13,863.0,428.0,435.0
2214047,A14,4-Diethylaminobenzaldehyde,1.0,1,14,770.0,415.0,355.0
2214047,A15,Navitoclax,0.1,1,15,326.0,80.0,246.0
2214047,A16,IKK inhibitor VII,0.01,1,16,765.0,379.0,386.0
2214047,A17,Halofuginone,0.1,1,17,1134.0,838.0,296.0
2214047,A18,Ritlecitinib,0.01,1,18,785.0,395.0,390.0
2214047,A19,Isotretinoin,10.0,1,19,801.0,552.0,249.0
2214047,A20,Nirogacestat,0.1,1,20,941.0,518.0,423.0
2214047,A21,MLN120B,1.0,1,21,829.0,437.0,392.0
2214047,A23,Isotretinoin,0.01,1,23,887.0,454.0,433.0
2214047,A24,IKK inhibitor VII,10.0,1,24,15.0,1.0,14.0
2214047,B01,Halofuginone,0.1,2,1,1110.0,736.0,374.0
2214047,B02,ML385,1.0,2,2,855.0,354.0,501.0
2214047,B03,Vistusertib,0.1,2,3,688.0,313.0,375.0
2214047,B04,Erdafitinib,0.01,2,4,806.0,442.0,364.0
2214047,B05,"DL-Buthionine-(S,R)-sulfoximine",3.0,2,5,412.0,157.0,255.0
2214047,B06,2-DG,0.01,2,6,907.0,462.0,445.0
2214047,B07,Vistusertib,1.0,2,7,439.0,175.0,264.0
2214047,B08,Idasanutlin,10.0,2,8,24.0,6.0,18.0
2214047,B09,Vistusertib,10.0,2,9,264.0,72.0,192.0
2214047,B10,6-thio-dG,10.0,2,10,338.0,194.0,144.0
2214047,B11,Pralsetinib,0.1,2,11,1014.0,610.0,404.0
2214047,B12,Pictilisib,10.0,2,12,430.0,220.0,210.0
2214047,B13,Doxycycline hyclate,0.01,2,13,967.0,529.0,438.0
2214047,B14,DMSO,0.0,2,14,1013.0,530.0,483.0
2214047,B15,CYC065 (Fadraciclib),0.1,2,15,955.0,533.0,422.0
2214047,B16,RSL3,10.0,2,16,24.0,2.0,22.0
2214047,B17,Erdafitinib,10.0,2,17,1056.0,735.0,321.0
2214047,B18,Ritlecitinib,10.0,2,18,805.0,406.0,399.0
2214047,B19,Pralsetinib,1.0,2,19,874.0,520.0,354.0
2214047,B20,Indisulam,0.1,2,20,686.0,291.0,395.0
2214047,B21,Ascorbic acid,10.0,2,21,847.0,467.0,380.0
2214047,B22,AM-0902,0.1,2,22,878.0,475.0,403.0
2214047,B23,Ritlecitinib,0.01,2,23,998.0,532.0,466.0
2214047,B24,GKT136901,0.01,2,24,816.0,420.0,396.0
2214047,C01,Doxycycline hyclate,10.0,3,1,1077.0,612.0,465.0
2214047,C02,Navitoclax,0.01,3,2,791.0,393.0,398.0
2214047,C03,Pralsetinib,0.01,3,3,1034.0,564.0,470.0
2214047,C04,Bafilomycin A1,0.0,3,4,1177.0,653.0,524.0
2214047,C05,2-DG,10.0,3,5,1087.0,622.0,465.0
2214047,C06,Galunisertib,0.1,3,6,1086.0,660.0,426.0
2214047,C07,AZD0156,0.1,3,7,1328.0,783.0,545.0
2214047,C08,Napabucasin,10.0,3,8,15.0,3.0,12.0
2214047,C09,Nirogacestat,10.0,3,9,2116.0,1803.0,313.0
2214047,C10,Ravoxertinib,0.1,3,10,964.0,580.0,384.0
2214047,C11,DMSO,0.0,3,11,1126.0,626.0,500.0
2214047,C12,IKK inhibitor VII,0.1,3,12,1281.0,625.0,656.0
2214047,C13,"DL-Buthionine-(S,R)-sulfoximine",3.0,3,13,530.0,246.0,284.0
2214047,C14,CPI-613,10.0,3,14,937.0,432.0,505.0
2214047,C15,DMSO,0.0,3,15,1027.0,545.0,482.0
2214047,C16,Isotretinoin,1.0,3,16,1241.0,874.0,367.0
2214047,C17,MLN120B,1.0,3,17,942.0,473.0,469.0
2214047,C18,Lorlatinib,0.01,3,18,1240.0,666.0,574.0
2214047,C19,Verteporfin,0.01,3,19,1044.0,498.0,546.0
2214047,C20,Withaferin A,10.0,3,20,58.0,8.0,50.0
2214047,C21,Ravoxertinib,1.0,3,21,756.0,463.0,293.0
2214047,C22,Ascorbic acid,0.01,3,22,1203.0,703.0,500.0
2214047,C23,Palifosfamide,10.0,3,23,1078.0,570.0,508.0
2214047,C24,Ascorbic acid,0.01,3,24,881.0,464.0,417.0
2214047,D01,2-DG,1.0,4,1,909.0,478.0,431.0
2214047,D02,IKK inhibitor VII,1.0,4,2,1719.0,1202.0,517.0
2214047,D03,Daidzin,0.1,4,3,1117.0,611.0,506.0
2214047,D04,Isotretinoin,0.1,4,4,1147.0,777.0,370.0
2214047,D05,Indisulam,1.0,4,5,285.0,51.0,234.0
2214047,D06,Vactosertib,0.01,4,6,1055.0,556.0,499.0
2214047,D07,Indisulam,10.0,4,7,194.0,35.0,159.0
2214047,D08,Ravoxertinib,10.0,4,8,487.0,233.0,254.0
2214047,D09,Halofuginone,1.0,4,9,437.0,307.0,130.0
2214047,D10,Indisulam,0.1,4,10,814.0,354.0,460.0
2214047,D11,CB-103,0.01,4,11,1024.0,535.0,489.0
2214047,D12,DMSO,0.0,4,12,1067.0,557.0,510.0
2214047,D13,Napabucasin,1.0,4,13,379.0,143.0,236.0
2214047,D14,A-1331852,0.01,4,14,676.0,378.0,298.0
2214047,D15,AZD0156,10.0,4,15,332.0,121.0,211.0
2214047,D16,DMSO,0.0,4,16,1040.0,565.0,475.0
2214047,D18,Verteporfin,0.01,4,18,1033.0,514.0,519.0
2214047,D20,RSL3,10.0,4,20,41.0,8.0,33.0
2214047,D21,Ritlecitinib,0.1,4,21,1061.0,604.0,457.0
2214047,D22,4-Diethylaminobenzaldehyde,0.1,4,22,1112.0,598.0,514.0
2214047,D23,Ravoxertinib,0.1,4,23,884.0,531.0,353.0
2214047,D24,Bafilomycin A1,0.0,4,24,850.0,437.0,413.0
2214047,E01,Napabucasin,1.0,5,1,246.0,80.0,166.0
2214047,E02,DMSO,0.0,5,2,1042.0,544.0,498.0
2214047,E03,Lorlatinib,0.01,5,3,1076.0,591.0,485.0
2214047,E04,CYC065 (Fadraciclib),1.0,5,4,39.0,22.0,17.0
2214047,E05,Sulfopin,0.1,5,5,1188.0,709.0,479.0
2214047,E06,Withaferin A,0.01,5,6,1181.0,694.0,487.0
2214047,E07,Vistusertib,0.01,5,7,1175.0,662.0,513.0
2214047,E08,Nirogacestat,0.1,5,8,1133.0,614.0,519.0
2214047,E09,DMSO,0.0,5,9,1208.0,667.0,541.0
2214047,E10,Napabucasin,10.0,5,10,18.0,3.0,15.0
2214047,E11,AM-0902,10.0,5,11,992.0,532.0,460.0
2214047,E12,PF-3758309,0.01,5,12,1072.0,564.0,508.0
2214047,E13,Withaferin A,1.0,5,13,39.0,6.0,33.0
2214047,E14,Vactosertib,1.0,5,14,1257.0,541.0,716.0
2214047,E15,Vistusertib,0.1,5,15,814.0,380.0,434.0
2214047,E16,Indisulam,0.01,5,16,1242.0,676.0,566.0
2214047,E17,DMSO,0.0,5,17,1082.0,661.0,421.0
2214047,E19,Pralsetinib,0.1,5,19,1171.0,671.0,500.0
2214047,E20,RSL3,1.0,5,20,46.0,21.0,25.0
2214047,E21,2-DG,0.1,5,21,942.0,475.0,467.0
2214047,E22,Tomivosertib,10.0,5,22,1050.0,582.0,468.0
2214047,E23,Ravoxertinib,0.01,5,23,1191.0,632.0,559.0
2214047,E24,Nirogacestat,0.01,5,24,826.0,452.0,374.0
2214047,F01,DMSO,0.0,6,1,872.0,514.0,358.0
2214047,F02,Ravoxertinib,10.0,6,2,469.0,239.0,230.0
2214047,F03,Navitoclax,1.0,6,3,12.0,0.0,12.0
2214047,F04,Verteporfin,0.1,6,4,998.0,433.0,565.0
2214047,F05,Idasanutlin,10.0,6,5,37.0,10.0,27.0
2214047,F06,Ritlecitinib,0.1,6,6,1041.0,605.0,436.0
2214047,F07,Indisulam,1.0,6,7,283.0,57.0,226.0
2214047,F08,Obatoclax,0.1,6,8,1742.0,1354.0,388.0
2214047,F09,CPI-613,0.01,6,9,1242.0,700.0,542.0
2214047,F10,DMSO,0.0,6,10,1076.0,601.0,475.0
2214047,F11,Ritlecitinib,10.0,6,11,1065.0,615.0,450.0
2214047,F12,Daidzin,1.0,6,12,1108.0,614.0,494.0
2214047,F13,Daidzin,1.0,6,13,1239.0,673.0,566.0
2214047,F14,Bafilomycin A1,0.0,6,14,1232.0,788.0,444.0
2214047,F15,Bafilomycin A1,0.0,6,15,1307.0,1061.0,246.0
2214047,F16,Vactosertib,1.0,6,16,1227.0,617.0,610.0
2214047,F17,Nirogacestat,1.0,6,17,1249.0,718.0,531.0
2214047,F18,DMSO,0.0,6,18,1188.0,650.0,538.0
2214047,F19,AZD0156,0.01,6,19,1222.0,762.0,460.0
2214047,F20,Erdafitinib,0.1,6,20,1018.0,577.0,441.0
2214047,F21,CYC065 (Fadraciclib),0.1,6,21,1143.0,707.0,436.0
2214047,F22,"DL-Buthionine-(S,R)-sulfoximine",0.03,6,22,999.0,570.0,429.0
2214047,F23,Halofuginone,0.01,6,23,1040.0,555.0,485.0
2214047,F24,IKK inhibitor VII,0.1,6,24,1015.0,603.0,412.0
2214047,G01,Verteporfin,0.001,7,1,854.0,457.0,397.0
2214047,G02,Daidzin,10.0,7,2,1002.0,553.0,449.0
2214047,G03,IKK inhibitor VII,1.0,7,3,2087.0,1602.0,485.0
2214047,G04,DMSO,0.0,7,4,1299.0,728.0,571.0
2214047,G06,"DL-Buthionine-(S,R)-sulfoximine",0.003,7,6,1134.0,650.0,484.0
2214047,G07,LCL-161,0.01,7,7,1231.0,713.0,518.0
2214047,G08,6-thio-dG,10.0,7,8,301.0,158.0,143.0
2214047,G09,Obatoclax,0.01,7,9,1219.0,770.0,449.0
2214047,G10,PF-3758309,10.0,7,10,97.0,67.0,30.0
2214047,G11,GKT136901,0.1,7,11,1141.0,636.0,505.0
2214047,G12,CYC065 (Fadraciclib),1.0,7,12,45.0,17.0,28.0
2214047,G13,RSL3,0.01,7,13,530.0,293.0,237.0
2214047,G14,Ascorbic acid,0.1,7,14,1105.0,651.0,454.0
2214047,G15,LCL-161,1.0,7,15,1110.0,687.0,423.0
2214047,G16,Isotretinoin,10.0,7,16,883.0,536.0,347.0
2214047,G17,6-thio-dG,0.1,7,17,1125.0,658.0,467.0
2214047,G18,Vistusertib,10.0,7,18,324.0,102.0,222.0
2214047,G19,DMSO,0.0,7,19,1084.0,656.0,428.0
2214047,G21,CB-103,0.01,7,21,1183.0,659.0,524.0
2214047,G22,4-Diethylaminobenzaldehyde,10.0,7,22,906.0,455.0,451.0
2214047,G23,CPI-613,1.0,7,23,995.0,538.0,457.0
2214047,G24,IKK inhibitor VII,10.0,7,24,15.0,2.0,13.0
2214047,H01,Sulfopin,0.01,8,1,995.0,472.0,523.0
2214047,H02,6-thio-dG,1.0,8,2,980.0,573.0,407.0
2214047,H03,DMSO,0.0,8,3,1078.0,551.0,527.0
2214047,H04,Vistusertib,0.01,8,4,1066.0,559.0,507.0
2214047,H05,Pralsetinib,0.01,8,5,1028.0,640.0,388.0
2214047,H06,Idasanutlin,0.1,8,6,447.0,208.0,239.0
2214047,H07,MLN120B,10.0,8,7,1065.0,639.0,426.0
2214047,H08,K-975,1.0,8,8,838.0,480.0,358.0
2214047,H09,MLN120B,10.0,8,9,1120.0,652.0,468.0
2214047,H10,MLN120B,0.01,8,10,1276.0,769.0,507.0
2214047,H11,CB-103,0.1,8,11,1243.0,689.0,554.0
2214047,H12,Vactosertib,0.1,8,12,1152.0,511.0,641.0
2214047,H13,PF-3758309,1.0,8,13,560.0,297.0,263.0
2214047,H14,Sulfopin,1.0,8,14,1121.0,660.0,461.0
2214047,H15,CYC065 (Fadraciclib),0.01,8,15,1156.0,639.0,517.0
2214047,H16,Doxycycline hyclate,0.1,8,16,1177.0,623.0,554.0
2214047,H17,Bafilomycin A1,0.0,8,17,1456.0,1198.0,258.0
2214047,H18,Isotretinoin,0.1,8,18,1264.0,919.0,345.0
2214047,H19,Verteporfin,0.1,8,19,1275.0,762.0,513.0
2214047,H20,DMSO,0.0,8,20,1169.0,634.0,535.0
2214047,H22,Vactosertib,10.0,8,22,1316.0,594.0,722.0
2214047,H23,A-1331852,10.0,8,23,12.0,1.0,11.0
2214047,H24,CPI-613,0.01,8,24,851.0,423.0,428.0
2214047,I01,LCL-161,0.01,9,1,860.0,441.0,419.0
2214047,I02,6-thio-dG,0.01,9,2,870.0,513.0,357.0
2214047,I03,Vactosertib,0.01,9,3,1131.0,598.0,533.0
2214047,I04,4-Diethylaminobenzaldehyde,1.0,9,4,1125.0,610.0,515.0
2214047,I05,GKT136901,1.0,9,5,1155.0,685.0,470.0
2214047,I06,DMSO,0.0,9,6,1079.0,653.0,426.0
2214047,I07,A-1331852,0.01,9,7,614.0,342.0,272.0
2214047,I08,Erdafitinib,1.0,9,8,1116.0,657.0,459.0
2214047,I09,Halofuginone,1.0,9,9,390.0,268.0,122.0
2214047,I10,Palifosfamide,1.0,9,10,1192.0,700.0,492.0
2214047,I11,Tomivosertib,0.01,9,11,1226.0,711.0,515.0
2214047,I12,4-Diethylaminobenzaldehyde,0.01,9,12,1131.0,701.0,430.0
2214047,I13,K-975,0.01,9,13,1139.0,690.0,449.0
2214047,I14,Doxycycline hyclate,1.0,9,14,1086.0,617.0,469.0
2214047,I15,IKK inhibitor VII,0.01,9,15,1286.0,741.0,545.0
2214047,I17,Idasanutlin,1.0,9,17,117.0,22.0,95.0
2214047,I18,CPI-613,0.1,9,18,1141.0,573.0,568.0
2214047,I19,Halofuginone,10.0,9,19,88.0,38.0,50.0
2214047,I20,Palifosfamide,0.1,9,20,1152.0,665.0,487.0
2214047,I21,DMSO,0.0,9,21,1141.0,680.0,461.0
2214047,I22,K-975,10.0,9,22,128.0,38.0,90.0
2214047,I23,Tomivosertib,10.0,9,23,1038.0,527.0,511.0
2214047,I24,Galunisertib,10.0,9,24,959.0,258.0,701.0
2214047,J01,AZD0156,0.1,10,1,967.0,576.0,391.0
2214047,J02,ML385,10.0,10,2,748.0,303.0,445.0
2214047,J03,Sulfopin,10.0,10,3,750.0,403.0,347.0
2214047,J04,6-thio-dG,1.0,10,4,1141.0,770.0,371.0
2214047,J05,DMSO,0.0,10,5,1043.0,521.0,522.0
2214047,J06,Tomivosertib,1.0,10,6,982.0,510.0,472.0
2214047,J07,AM-0902,0.01,10,7,1053.0,551.0,502.0
2214047,J08,ML385,10.0,10,8,925.0,403.0,522.0
2214047,J09,4-Diethylaminobenzaldehyde,10.0,10,9,1036.0,539.0,497.0
2214047,J10,Napabucasin,0.01,10,10,1370.0,866.0,504.0
2214047,J11,Sulfopin,10.0,10,11,931.0,445.0,486.0
2214047,J12,Doxycycline hyclate,0.1,10,12,1121.0,631.0,490.0
2214047,J13,AM-0902,0.1,10,13,1233.0,714.0,519.0
2214047,J14,CPI-613,10.0,10,14,1124.0,598.0,526.0
2214047,J15,Pictilisib,0.01,10,15,1135.0,702.0,433.0
2214047,J16,MLN120B,0.1,10,16,1126.0,649.0,477.0
2214047,J17,Indisulam,0.01,10,17,1112.0,603.0,509.0
2214047,J18,Withaferin A,0.01,10,18,1081.0,535.0,546.0
2214047,J19,Palifosfamide,0.01,10,19,1048.0,571.0,477.0
2214047,J20,Halofuginone,10.0,10,20,66.0,26.0,40.0
2214047,J21,Ascorbic acid,1.0,10,21,1136.0,620.0,516.0
2214047,J22,DMSO,0.0,10,22,934.0,529.0,405.0
2214047,J23,Ritlecitinib,1.0,10,23,1092.0,597.0,495.0
2214047,J24,K-975,1.0,10,24,568.0,312.0,256.0
2214047,K01,Galunisertib,0.01,11,1,946.0,558.0,388.0
2214047,K02,Idasanutlin,0.01,11,2,812.0,413.0,399.0
2214047,K03,6-thio-dG,0.01,11,3,1007.0,608.0,399.0
2214047,K04,Navitoclax,0.01,11,4,910.0,487.0,423.0
2214047,K05,Lorlatinib,10.0,11,5,567.0,252.0,315.0
2214047,K06,LCL-161,1.0,11,6,1149.0,743.0,406.0
2214047,K07,4-Diethylaminobenzaldehyde,0.01,11,7,1144.0,672.0,472.0
2214047,K08,DMSO,0.0,11,8,1207.0,747.0,460.0
2214047,K09,Navitoclax,1.0,11,9,4.0,1.0,3.0
2214047,K10,PF-3758309,0.01,11,10,1080.0,587.0,493.0
2214047,K11,Erdafitinib,0.01,11,11,1123.0,624.0,499.0
2214047,K12,Doxycycline hyclate,0.01,11,12,1085.0,625.0,460.0
2214047,K13,Verteporfin,1.0,11,13,1304.0,840.0,464.0
2214047,K14,RSL3,0.01,11,14,494.0,263.0,231.0
2214047,K15,Daidzin,0.01,11,15,1110.0,675.0,435.0
2214047,K16,DMSO,0.0,11,16,1089.0,521.0,568.0
2214047,K17,MLN120B,0.01,11,17,1114.0,591.0,523.0
2214047,K18,CB-103,1.0,11,18,1383.0,945.0,438.0
2214047,K19,Lorlatinib,1.0,11,19,922.0,497.0,425.0
2214047,K20,Daidzin,0.01,11,20,1128.0,679.0,449.0
2214047,K21,Bafilomycin A1,0.0,11,21,1141.0,1003.0,138.0
2214047,K22,Doxycycline hyclate,10.0,11,22,1275.0,785.0,490.0
2214047,K23,DMSO,0.0,11,23,1021.0,559.0,462.0
2214047,K24,"DL-Buthionine-(S,R)-sulfoximine",0.3,11,24,845.0,451.0,394.0
2214047,L01,Galunisertib,1.0,12,1,875.0,394.0,481.0
2214047,L02,CPI-613,0.1,12,2,971.0,484.0,487.0
2214047,L03,Nirogacestat,10.0,12,3,2006.0,1672.0,334.0
2214047,L04,Isotretinoin,1.0,12,4,1147.0,747.0,400.0
2214047,L05,Sulfopin,0.1,12,5,1073.0,554.0,519.0
2214047,L06,RSL3,1.0,12,6,41.0,15.0,26.0
2214047,L07,DMSO,0.0,12,7,1143.0,668.0,475.0
2214047,L08,Doxycycline hyclate,1.0,12,8,1159.0,687.0,472.0
2214047,L09,AM-0902,1.0,12,9,989.0,546.0,443.0
2214047,L10,GKT136901,0.01,12,10,1198.0,722.0,476.0
2214047,L11,CPI-613,1.0,12,11,1144.0,654.0,490.0
2214047,L12,2-DG,0.1,12,12,1024.0,543.0,481.0
2214047,L13,"DL-Buthionine-(S,R)-sulfoximine",0.03,12,13,1078.0,612.0,466.0
2214047,L14,Tomivosertib,0.1,12,14,1119.0,677.0,442.0
2214047,L15,DMSO,0.0,12,15,1028.0,533.0,495.0
2214047,L16,CB-103,0.1,12,16,1136.0,655.0,481.0
2214047,L17,CYC065 (Fadraciclib),10.0,12,17,233.0,93.0,140.0
2214047,L18,Vistusertib,1.0,12,18,416.0,188.0,228.0
2214047,L19,Palifosfamide,0.1,12,19,1076.0,578.0,498.0
2214047,L20,RSL3,0.1,12,20,137.0,79.0,58.0
2214047,L21,Pictilisib,1.0,12,21,600.0,334.0,266.0
2214047,L22,LCL-161,0.1,12,22,1121.0,620.0,501.0
2214047,L23,AZD0156,1.0,12,23,1068.0,627.0,441.0
2214047,L24,DMSO,0.0,12,24,911.0,508.0,403.0
2214047,M01,Halofuginone,0.01,13,1,901.0,456.0,445.0
2214047,M03,Nirogacestat,1.0,13,3,1077.0,680.0,397.0
2214047,M04,GKT136901,10.0,13,4,1222.0,723.0,499.0
2214047,M05,Withaferin A,0.1,13,5,556.0,180.0,376.0
2214047,M06,Bafilomycin A1,0.0,13,6,1144.0,581.0,563.0
2214047,M07,Napabucasin,0.1,13,7,2119.0,1691.0,428.0
2214047,M08,2-DG,0.01,13,8,1076.0,608.0,468.0
2214047,M09,A-1331852,1.0,13,9,74.0,36.0,38.0
2214047,M10,DMSO,0.0,13,10,1136.0,589.0,547.0
2214047,M11,Idasanutlin,0.1,13,11,484.0,227.0,257.0
2214047,M12,Withaferin A,0.1,13,12,539.0,174.0,365.0
2214047,M13,AM-0902,10.0,13,13,1060.0,580.0,480.0
2214047,M14,DMSO,0.0,13,14,1221.0,652.0,569.0
2214047,M15,LCL-161,0.1,13,15,1062.0,628.0,434.0
2214047,M16,ML385,0.1,13,16,1133.0,614.0,519.0
2214047,M18,Isotretinoin,0.01,13,18,1462.0,1022.0,440.0
2214047,M19,Indisulam,10.0,13,19,190.0,34.0,156.0
2214047,M20,RSL3,0.1,13,20,124.0,58.0,66.0
2214047,M21,AZD0156,0.01,13,21,1146.0,708.0,438.0
2214047,M22,K-975,0.1,13,22,1109.0,670.0,439.0
2214047,M23,Napabucasin,0.01,13,23,1306.0,829.0,477.0
2214047,M24,A-1331852,1.0,13,24,67.0,28.0,39.0
2214047,N01,Galunisertib,0.1,14,1,1034.0,627.0,407.0
2214047,N02,Sulfopin,1.0,14,2,969.0,525.0,444.0
2214047,N03,A-1331852,0.1,14,3,347.0,170.0,177.0
2214047,N04,Palifosfamide,1.0,14,4,949.0,552.0,397.0
2214047,N05,Vactosertib,0.1,14,5,970.0,497.0,473.0
2214047,N06,Lorlatinib,0.1,14,6,1135.0,626.0,509.0
2214047,N07,Tomivosertib,0.1,14,7,1103.0,592.0,511.0
2214047,N08,A-1331852,0.1,14,8,379.0,201.0,178.0
2214047,N09,DMSO,0.0,14,9,1144.0,681.0,463.0
2214047,N10,GKT136901,0.1,14,10,1165.0,661.0,504.0
2214047,N11,Verteporfin,1.0,14,11,1308.0,853.0,455.0
2214047,N12,Galunisertib,1.0,14,12,1054.0,518.0,536.0
2214047,N13,DMSO,0.0,14,13,1206.0,706.0,500.0
2214047,N14,Erdafitinib,1.0,14,14,989.0,528.0,461.0
2214047,N15,Nirogacestat,0.01,14,15,1037.0,554.0,483.0
2214047,N17,ML385,1.0,14,17,879.0,389.0,490.0
2214047,N18,Sulfopin,0.01,14,18,1054.0,591.0,463.0
2214047,N19,Pictilisib,10.0,14,19,508.0,245.0,263.0
2214047,N20,LCL-161,10.0,14,20,955.0,602.0,353.0
2214047,N21,Ascorbic acid,0.1,14,21,1029.0,530.0,499.0
2214047,N22,Palifosfamide,0.01,14,22,964.0,546.0,418.0
2214047,N23,ML385,0.1,14,23,977.0,522.0,455.0
2214047,N24,"DL-Buthionine-(S,R)-sulfoximine",0.003,14,24,879.0,416.0,463.0
2214047,O01,Tomivosertib,1.0,15,1,814.0,430.0,384.0
2214047,O02,PF-3758309,0.1,15,2,590.0,232.0,358.0
2214047,O04,Navitoclax,0.1,15,4,201.0,12.0,189.0
2214047,O05,Pralsetinib,10.0,15,5,816.0,672.0,144.0
2214047,O06,"DL-Buthionine-(S,R)-sulfoximine",0.3,15,6,800.0,446.0,354.0
2214047,O07,2-DG,10.0,15,7,820.0,457.0,363.0
2214047,O08,Ravoxertinib,1.0,15,8,714.0,475.0,239.0
2214047,O10,Bafilomycin A1,0.0,15,10,936.0,798.0,138.0
2214047,O11,Galunisertib,0.01,15,11,963.0,597.0,366.0
2214047,O12,DMSO,0.0,15,12,979.0,513.0,466.0
2214047,O13,AM-0902,0.01,15,13,933.0,529.0,404.0
2214047,O14,CB-103,1.0,15,14,953.0,553.0,400.0
2214047,O15,Lorlatinib,0.1,15,15,921.0,595.0,326.0
2214047,O16,2-DG,1.0,15,16,1057.0,574.0,483.0
2214047,O17,ML385,0.01,15,17,1032.0,595.0,437.0
2214047,O18,Pictilisib,0.01,15,18,994.0,537.0,457.0
2214047,O19,Lorlatinib,1.0,15,19,729.0,388.0,341.0
2214047,O20,Lorlatinib,10.0,15,20,496.0,210.0,286.0
2214047,O21,Erdafitinib,10.0,15,21,1023.0,734.0,289.0
2214047,O23,Palifosfamide,10.0,15,23,1079.0,530.0,549.0
2214047,O24,Withaferin A,10.0,15,24,60.0,4.0,56.0
2214047,P01,MLN120B,0.1,16,1,505.0,260.0,245.0
2214047,P04,LCL-161,10.0,16,4,695.0,404.0,291.0
2214047,P05,Pralsetinib,1.0,16,5,679.0,401.0,278.0
2214047,P06,4-Diethylaminobenzaldehyde,0.1,16,6,825.0,429.0,396.0
2214047,P08,Idasanutlin,1.0,16,8,198.0,64.0,134.0
2214047,P09,Napabucasin,0.1,16,9,1632.0,1274.0,358.0
2214047,P10,K-975,0.1,16,10,746.0,447.0,299.0
2214047,P11,DMSO,0.0,16,11,902.0,537.0,365.0
2214047,P12,Vactosertib,10.0,16,12,1194.0,575.0,619.0
2214047,P13,AZD0156,10.0,16,13,169.0,50.0,119.0
2214047,P14,Ascorbic acid,10.0,16,14,957.0,534.0,423.0
2214047,P15,Daidzin,0.1,16,15,983.0,569.0,414.0
2214047,P16,ML385,0.01,16,16,699.0,384.0,315.0
2214047,P18,Tomivosertib,0.01,16,18,776.0,406.0,370.0
2214047,P19,CYC065 (Fadraciclib),10.0,16,19,186.0,63.0,123.0
2214047,P20,PF-3758309,1.0,16,20,554.0,254.0,300.0
2214047,P21,Ascorbic acid,1.0,16,21,845.0,486.0,359.0
2214047,P24,Ravoxertinib,0.01,16,24,675.0,339.0,336.0
