gs_id	gene_id
K975_24h_48h_down	7286
K975_24h_48h_down	494143
K975_24h_48h_down	3329
K975_24h_48h_down	57574
K975_24h_48h_down	90102
K975_24h_48h_down	55646
K975_24h_48h_down	54532
K975_24h_48h_down	10146
K975_24h_48h_down	5631
K975_24h_48h_down	139818
K975_24h_48h_down	7739
K975_24h_48h_down	7357
K975_24h_48h_down	27063
K975_24h_48h_down	84159
K975_24h_48h_down	26524
K975_24h_48h_down	130576
K975_24h_48h_down	51232
K975_24h_48h_down	57647
K975_24h_48h_down	25819
K975_24h_48h_down	140609
K975_24h_48h_down	2674
K975_24h_48h_down	1601
K975_24h_48h_down	23576
K975_24h_48h_down	57630
K975_24h_48h_down	84365
K975_24h_48h_down	445815
K975_24h_48h_down	144406
K975_24h_48h_down	8450
K975_24h_48h_down	3745
K975_24h_48h_down	1827
K975_24h_48h_down	131076
K975_24h_48h_down	10785
K975_24h_48h_down	23076
K975_24h_48h_down	8568
K975_24h_48h_down	51728
K975_24h_48h_down	8682
K975_24h_48h_down	10602
K975_24h_48h_down	9076
K975_24h_48h_down	11167
K975_24h_48h_down	81788
K975_24h_48h_down	200916
K975_24h_48h_down	23160
K975_24h_48h_down	23173
K975_24h_48h_down	10424
K975_24h_48h_down	6059
K975_24h_48h_down	91942
K975_24h_48h_down	30012
K975_24h_48h_down	10370
K975_24h_48h_down	2171
K975_24h_48h_down	10395
K975_24h_48h_down	65083
K975_24h_48h_down	9188
K975_24h_48h_down	170689
K975_24h_48h_down	144100
K975_24h_48h_down	84790
K975_24h_48h_down	144501
K975_24h_48h_down	221749
K975_24h_48h_down	5865
K975_24h_48h_down	79628
K975_24h_48h_down	5036
K975_24h_48h_down	8862
K975_24h_48h_down	1503
K975_24h_48h_down	348938
K975_24h_48h_down	541471
K975_24h_48h_down	64318
K975_24h_48h_down	285704
K975_24h_48h_down	8061
K975_24h_48h_down	146691
K975_24h_48h_down	84617
K975_24h_48h_down	284207
K975_24h_48h_down	80324
K975_24h_48h_down	284119
K975_24h_48h_down	23212
K975_24h_48h_down	50628
K975_24h_48h_down	10472
K975_24h_48h_down	7262
K975_24h_48h_down	10193
K975_24h_48h_down	219790
K975_24h_48h_down	5678
K975_24h_48h_down	359845
K975_24h_48h_down	7378
K975_24h_48h_down	3768
K975_24h_48h_down	23764
K975_24h_48h_down	123283
K975_24h_48h_down	4603
K975_24h_48h_down	881
K975_24h_48h_down	4771
K975_24h_48h_down	84981
K975_24h_48h_down	130574
K975_24h_48h_down	4810
K975_24h_48h_down	10383
K975_24h_48h_down	400745
K975_24h_48h_down	79693
K975_24h_48h_down	60312
K975_24h_48h_down	104
K975_24h_48h_down	5154
K975_24h_48h_down	55210
K975_24h_48h_down	4641
K975_24h_48h_down	7004
K975_24h_48h_down	84549
K975_24h_48h_down	140885
K975_24h_48h_down	7296
K975_24h_48h_down	55319
K975_24h_48h_down	7975
K975_24h_48h_down	259230
K975_24h_48h_down	5673
K975_24h_48h_down	317762
K975_24h_48h_down	730755
K975_24h_48h_down	81606
K975_24h_48h_down	51202
K975_24h_48h_down	51400
K975_24h_48h_down	7866
K975_24h_48h_down	112597
K975_24h_48h_down	84627
K975_24h_48h_down	541565
K975_24h_48h_down	5672
K975_24h_48h_down	192111
K975_24h_48h_down	101926978
K975_24h_48h_down	23642
K975_24h_48h_down	105370876
K975_24h_48h_down	145694
K975_24h_48h_down	107986558
K975_24h_48h_down	100128881
K975_24h_48h_down	102724159
K975_24h_48h_down	57636
K975_24h_48h_down	11072
K975_24h_48h_down	29128
K975_24h_48h_down	724102
K975_24h_48h_down	100505385
K975_24h_48h_down	728392
K975_24h_48h_down	124900388
