gs_id	gene_id
MES	2590
MES	1130
MES	3707
MES	149111
ADRN	142
ADRN	3930
MES	7483
MES	2052
ADRN	22874
ADRN	127833
MES	130497
MES	151449
MES	388
MES	130589
ADRN	27436
ADRN	23020
MES	23233
MES	94097
MES	4867
MES	7851
MES	128966597
MES	5899
MES	129804
MES	339745
ADRN	6323
ADRN	80856
ADRN	83879
ADRN	493911
ADRN	284992
ADRN	285175
MES	65065
ADRN	26154
MES	100130207
MES	285362
ADRN	57624
MES	57007
ADRN	55502
ADRN	2177
ADRN	80852
ADRN	27303
MES	64651
ADRN	3680
MES	10217
MES	5793
ADRN	54756
MES	10550
MES	26018
MES	8994
ADRN	285349
MES	64332
MES	1295
MES	90102
ADRN	29114
MES	91653
ADRN	66000
ADRN	116931
MES	57552
MES	4026
MES	6988
MES	90226
ADRN	9515
ADRN	55840
MES	9353
ADRN	9718
ADRN	90113
MES	2044
MES	57205
ADRN	201780
ADRN	57563
MES	6622
MES	817
MES	115265
ADRN	287
MES	54532
ADRN	285533
MES	56034
MES	285440
MES	1016
MES	170690
MES	4651
ADRN	54491
ADRN	6502
MES	9180
MES	10769
ADRN	5295
MES	5066
MES	85480
MES	25816
MES	81555
ADRN	91975
ADRN	23138
ADRN	10814
ADRN	84249
ADRN	2676
ADRN	22838
MES	170954
MES	107987457
ADRN	54511
MES	222663
ADRN	84630
MES	7162
MES	167681
ADRN	84553
ADRN	134829
MES	93663
MES	58527
ADRN	113115
MES	154091
MES	7432
ADRN	221935
MES	1956
ADRN	113130
MES	3486
ADRN	168374
MES	55281
ADRN	54892
ADRN	57502
ADRN	357
ADRN	57393
MES	30011
MES	83604
MES	347404
MES	4478
ADRN	7712
MES	56548
ADRN	10682
ADRN	7552
MES	5631
ADRN	158763
ADRN	27316
MES	7739
MES	1069
ADRN	79618
MES	80005
ADRN	6770
MES	6867
MES	84513
ADRN	84296
MES	84675
MES	51110
ADRN	51059
ADRN	4781
MES	1030
MES	1029
ADRN	203228
ADRN	53358
MES	7357
MES	2040
MES	2934
ADRN	2649
ADRN	23245
ADRN	26301
MES	4851
ADRN	774
MES	138151
MES	254427
MES	6251
MES	29982
ADRN	92211
MES	26091
MES	83938
MES	3363
ADRN	1979
MES	6934
ADRN	4288
ADRN	9118
MES	196743
ADRN	6877
MES	85450
MES	8038
MES	133
MES	57689
MES	25891
MES	85456
MES	5795
MES	60494
MES	23052
ADRN	26011
MES	871
MES	726
ADRN	4684
ADRN	1813
ADRN	89944
MES	283208
ADRN	2900
MES	80332
MES	51524
ADRN	3619
ADRN	9651
ADRN	1111
MES	51092
MES	6876
MES	57158
ADRN	79980
ADRN	140894
MES	84304
MES	10435
ADRN	83723
ADRN	8448
ADRN	8479
MES	8091
MES	4314
ADRN	22866
MES	3688
MES	65217
MES	1489
MES	84159
MES	55002
MES	26524
ADRN	220108
MES	3176
MES	116372
MES	130576
ADRN	150
ADRN	116966
MES	7424
MES	79839
MES	11098
MES	1793
MES	5305
MES	51232
MES	196383
ADRN	3708
MES	23657
ADRN	57512
ADRN	3742
MES	7068
MES	55293
MES	90488
ADRN	121551
MES	288
MES	196463
MES	5756
MES	64067
MES	283635
MES	145282
MES	2132
MES	81792
MES	140609
ADRN	132320
MES	55691
MES	2059
ADRN	23310
MES	57700
MES	121601
MES	1909
MES	1646
ADRN	10570
ADRN	9781
MES	2313
MES	80014
ADRN	79682
ADRN	2180
MES	291
MES	160857
ADRN	51594
ADRN	55835
MES	64417
MES	2674
MES	221336
MES	9531
ADRN	144423
ADRN	29970
MES	23704
MES	130340
ADRN	460
MES	5784
MES	26353
MES	57105
ADRN	6014
ADRN	26040
MES	57724
MES	9050
ADRN	57405
ADRN	5163
ADRN	5140
MES	83439
MES	10618
MES	56659
MES	127933
MES	6695
ADRN	117143
MES	2977
ADRN	79723
MES	9397
ADRN	55521
MES	678
MES	130271
ADRN	2893
MES	79925
MES	4154
MES	133686
MES	2697
MES	25780
ADRN	53354
MES	651
MES	5796
ADRN	85445
MES	25859
MES	55351
ADRN	140767
ADRN	152789
ADRN	55203
MES	3140
ADRN	64946
MES	1601
ADRN	10018
ADRN	1047
ADRN	221711
MES	10461
MES	84910
MES	130940
MES	22925
ADRN	6328
ADRN	9481
MES	221393
MES	50807
ADRN	153478
ADRN	64795
ADRN	925
MES	286343
MES	55625
MES	55022
MES	23576
ADRN	124540
MES	9955
ADRN	284161
MES	223117
MES	26289
MES	147463
ADRN	83539
MES	7070
MES	404550
ADRN	57338
MES	84959
ADRN	4900
MES	25890
ADRN	26207
MES	200014
MES	79705
MES	201134
MES	23460
MES	10349
MES	23043
ADRN	83648
ADRN	84033
ADRN	126731
MES	57630
ADRN	2849
ADRN	135295
MES	27295
ADRN	1525
ADRN	140578
ADRN	5651
ADRN	91133
MES	5137
MES	27342
MES	11096
ADRN	152273
MES	201163
ADRN	23228
ADRN	220134
MES	63895
ADRN	146956
MES	2047
ADRN	56934
MES	81552
ADRN	129684
ADRN	5799
ADRN	23097
MES	158219
ADRN	55326
ADRN	401647
MES	65983
MES	4343
MES	389
MES	333926
MES	2890
ADRN	342357
ADRN	118788
MES	9601
MES	8324
MES	64798
ADRN	9844
ADRN	92370
MES	51643
ADRN	23426
MES	137492
ADRN	3798
MES	90550
MES	118491
MES	3778
MES	9508
MES	56911
MES	100379661
MES	571
ADRN	7102
ADRN	7074
ADRN	22986
MES	8817
ADRN	5097
MES	153769
MES	392255
MES	3788
ADRN	286151
MES	80201
MES	135228
ADRN	57497
MES	27020
ADRN	137970
ADRN	55093
ADRN	29028
MES	114907
MES	391059
ADRN	163786
ADRN	93010
ADRN	701
ADRN	23057
ADRN	491
MES	11030
MES	134285
ADRN	6854
MES	3084
MES	55707
ADRN	23648
MES	4323
MES	115817
MES	415
MES	55799
ADRN	9133
MES	4643
MES	134265
MES	2078
ADRN	90139
MES	150082
MES	4599
MES	90993
MES	124565
MES	445815
ADRN	9162
ADRN	79856
ADRN	9478
ADRN	150946
ADRN	56896
ADRN	55698
MES	26119
ADRN	116987
MES	5051
MES	2134
MES	9577
MES	144406
MES	63875
MES	127262
MES	195827
MES	55113
ADRN	11013
ADRN	105376156
ADRN	2176
ADRN	83850
MES	115572
MES	81035
ADRN	388591
MES	8450
ADRN	100528062
ADRN	114928
MES	57477
ADRN	995
MES	8365
ADRN	286527
ADRN	340348
ADRN	1780
ADRN	9753
MES	8407
MES	2005
MES	85414
ADRN	3362
MES	50848
MES	65018
ADRN	9507
ADRN	51735
ADRN	2035
MES	6781
MES	1465
MES	1827
MES	65264
MES	54102
MES	149473
MES	100506403
MES	861
ADRN	10642
MES	874
ADRN	57369
ADRN	8208
MES	3141
ADRN	80274
MES	51706
MES	715
ADRN	11189
ADRN	57519
MES	267
ADRN	1636
MES	9813
MES	10417
MES	29800
MES	57732
ADRN	146206
MES	7791
ADRN	284348
MES	203260
ADRN	7638
ADRN	115650
MES	56063
ADRN	252995
ADRN	27151
ADRN	9619
MES	54020
ADRN	875
ADRN	102724560
MES	2539
MES	1476
MES	139716
ADRN	7617
ADRN	5900
ADRN	54058
ADRN	5116
ADRN	7757
MES	138162
ADRN	148206
ADRN	29941
ADRN	57731
ADRN	84446
MES	284086
MES	116238
MES	51043
MES	79671
MES	3570
ADRN	1141
MES	55129
ADRN	79957
MES	4000
ADRN	23218
MES	5745
ADRN	4796
MES	5731
ADRN	9401
ADRN	136227
ADRN	10603
MES	8878
MES	11282
MES	222235
ADRN	60680
MES	1173
MES	5130
ADRN	622
ADRN	84911
MES	2232
ADRN	114757
MES	3678
ADRN	4356
MES	126119
ADRN	50944
ADRN	284069
ADRN	80174
MES	113026
ADRN	29127
MES	160622
ADRN	147841
MES	58191
ADRN	255877
ADRN	2256
ADRN	80178
ADRN	899
ADRN	4917
ADRN	124222
ADRN	22941
MES	220002
ADRN	80150
ADRN	2785
MES	3699
MES	8986
MES	51727
ADRN	79656
ADRN	1996
MES	6512
MES	8613
MES	9903
ADRN	57643
MES	3716
ADRN	55225
MES	54751
ADRN	284723
MES	9249
MES	9672
MES	81493
MES	255104
MES	249
ADRN	54361
MES	1953
MES	115209
ADRN	7398
MES	91624
MES	11080
MES	8707
MES	2634
ADRN	164045
ADRN	343450
MES	7412
MES	148867
MES	25893
ADRN	3765
MES	4921
MES	8682
MES	23385
ADRN	57216
MES	25903
ADRN	28982
ADRN	64783
MES	79961
MES	126859
MES	51278
MES	79762
ADRN	55083
ADRN	91461
MES	9261
MES	824
MES	130814
ADRN	4760
ADRN	2487
ADRN	165055
ADRN	150726
MES	72
ADRN	7447
ADRN	3020
ADRN	56997
ADRN	151473
MES	2019
ADRN	130367
MES	129446
MES	1520
MES	4487
MES	6282
MES	3713
MES	151195
MES	118429
ADRN	151556
MES	57326
MES	9076
MES	1293
ADRN	55765
MES	285203
MES	11167
MES	25802
ADRN	92691
MES	3490
MES	10109
MES	152110
ADRN	54738
ADRN	57650
MES	7048
MES	2199
ADRN	23122
MES	81788
MES	3428
MES	56648
MES	200916
ADRN	151742
MES	8618
MES	166336
ADRN	56999
MES	25976
MES	5806
ADRN	85443
MES	54502
MES	323
MES	84818
MES	26577
ADRN	441024
MES	2992
ADRN	11073
ADRN	285126
ADRN	56992
MES	64866
MES	79443
MES	79442
MES	151636
ADRN	349565
ADRN	2899
MES	80149
ADRN	28999
ADRN	94032
ADRN	5984
ADRN	116832
MES	4043
MES	4241
ADRN	84448
MES	114625
MES	166929
MES	79982
MES	10424
ADRN	993
ADRN	51385
MES	51246
MES	10252
ADRN	8927
ADRN	79012
ADRN	2912
MES	132160
ADRN	3148
MES	11341
ADRN	9464
ADRN	4085
MES	308
MES	132332
ADRN	80817
MES	55314
MES	51313
MES	3600
MES	3673
MES	4338
MES	2151
MES	651746
MES	2150
MES	493869
MES	256987
MES	51752
MES	64167
ADRN	133584
MES	7098
ADRN	7015
MES	134549
MES	10370
MES	153222
MES	285761
MES	154075
MES	114801
MES	134957
MES	133396
ADRN	23366
MES	9263
MES	55568
ADRN	91977
ADRN	9232
MES	168667
ADRN	285613
ADRN	8645
MES	221458
ADRN	222962
ADRN	55536
ADRN	54468
ADRN	222223
ADRN	25862
MES	94120
ADRN	619279
MES	1278
MES	84624
MES	25798
MES	1508
MES	10395
ADRN	107
MES	157773
ADRN	90390
MES	114788
ADRN	157753
ADRN	115330
MES	79778
MES	6522
ADRN	154791
MES	8323
MES	115908
MES	94241
MES	2669
MES	54704
ADRN	11168
MES	19
ADRN	79698
MES	116328
ADRN	158158
ADRN	80318
MES	79987
ADRN	2203
ADRN	84302
MES	6990
MES	155368
ADRN	158405
MES	57526
ADRN	5277
ADRN	55342
MES	84270
ADRN	65268
ADRN	538
ADRN	195828
MES	360
MES	220213
ADRN	84889
ADRN	203522
MES	1073
MES	219654
ADRN	84457
MES	3636
ADRN	401
MES	51084
ADRN	221150
ADRN	220042
MES	11067
ADRN	161436
ADRN	57156
ADRN	89890
ADRN	644168
MES	51339
ADRN	6571
ADRN	138311
ADRN	219736
ADRN	5979
MES	57608
MES	840
MES	53349
ADRN	143379
ADRN	259217
MES	80019
MES	143872
MES	91252
ADRN	4745
MES	9200
MES	5654
MES	255394
MES	11245
ADRN	55530
MES	121457
MES	2200
ADRN	1152
MES	55323
ADRN	2562
MES	146562
ADRN	55800
MES	54838
MES	102724307
MES	717
ADRN	55273
MES	6609
MES	3611
MES	1200
MES	81832
MES	8710
MES	5271
ADRN	7275
ADRN	79608
ADRN	4004
ADRN	1381
MES	9866
MES	124359
ADRN	222865
MES	114780
ADRN	50810
ADRN	4176
ADRN	80323
MES	7084
MES	23423
MES	81565
ADRN	201161
MES	6236
ADRN	89832
MES	4319
ADRN	780776
MES	144100
ADRN	80095
MES	567
MES	4837
MES	162394
MES	5479
MES	63901
ADRN	9768
MES	197257
MES	348093
ADRN	9880
ADRN	10369
ADRN	6866
ADRN	23306
MES	6778
MES	6809
MES	79837
ADRN	222950
MES	4088
MES	4130
MES	245812
MES	2923
ADRN	375607
ADRN	129049
MES	150290
MES	162461
MES	399665
MES	80221
MES	51148
ADRN	2021
ADRN	51450
ADRN	57611
MES	51704
ADRN	7644
MES	4645
MES	6786
ADRN	6240
MES	55128
ADRN	112476
ADRN	94235
MES	7171
ADRN	81620
ADRN	124923
ADRN	147011
ADRN	147015
MES	90313
MES	29946
MES	53916
MES	558
MES	148170
ADRN	284339
ADRN	10653
ADRN	85300
MES	1613
ADRN	10036
MES	144501
ADRN	283248
MES	51129
MES	84926
MES	3489
ADRN	7001
ADRN	7775
ADRN	283987
ADRN	146664
MES	83986
ADRN	57524
ADRN	21
ADRN	220001
MES	2495
MES	6520
MES	9881
MES	199223
MES	283234
MES	51435
ADRN	55872
MES	114990
ADRN	79725
ADRN	2786
ADRN	64943
ADRN	3800
MES	4247
ADRN	84684
MES	11259
MES	6890
MES	624
MES	197259
ADRN	55806
MES	11031
MES	7148
ADRN	203190
MES	649
ADRN	9796
ADRN	2237
MES	8436
MES	23255
MES	2637
MES	347735
ADRN	1128
ADRN	2675
MES	6774
MES	8754
MES	2668
ADRN	8313
MES	157638
MES	9122
MES	3575
MES	53353
MES	2948
ADRN	80319
MES	116236
ADRN	9925
MES	6645
ADRN	27065
ADRN	3354
MES	84913
MES	79155
MES	129303
MES	10791
ADRN	375704
ADRN	57507
ADRN	80723
MES	5480
MES	10251
MES	29091
ADRN	10815
MES	221749
MES	54951
MES	3667
MES	345651
ADRN	4920
MES	22809
ADRN	126129
MES	4330
MES	5865
MES	7059
MES	11238
MES	79628
MES	154
ADRN	114787
MES	8988
MES	7881
MES	190
MES	11141
MES	9197
MES	4881
ADRN	51305
MES	3576
MES	6335
MES	83877
MES	59339
MES	25932
MES	9839
MES	285605
MES	9022
MES	84168
ADRN	150468
ADRN	23119
MES	7798
ADRN	699
ADRN	1138
MES	10555
MES	4493
MES	9079
ADRN	5881
MES	3987
MES	7360
ADRN	84894
MES	686
MES	55454
MES	5099
MES	6091
ADRN	1501
MES	81844
MES	8460
MES	4071
ADRN	161725
MES	131616
MES	4648
MES	201799
ADRN	25924
ADRN	9196
ADRN	375484
ADRN	51617
ADRN	123606
MES	23235
ADRN	57484
ADRN	3233
ADRN	2172
ADRN	84140
MES	10826
MES	10491
ADRN	983
MES	2167
MES	2353
MES	10972
ADRN	6419
MES	4086
MES	9723
MES	7779
ADRN	222008
MES	3856
MES	136
ADRN	152518
MES	4862
MES	57228
MES	1000
MES	133418
MES	6773
MES	6444
MES	83787
ADRN	347273
ADRN	162979
MES	2861
ADRN	1056
ADRN	2850
ADRN	9788
MES	79188
MES	54360
ADRN	85315
MES	3037
MES	80310
ADRN	90161
MES	80131
MES	9637
ADRN	83595
MES	53838
ADRN	238
MES	4534
ADRN	3643
ADRN	170850
MES	9655
MES	29071
ADRN	81831
ADRN	55561
MES	140738
MES	4884
ADRN	90594
MES	2548
ADRN	3777
ADRN	55636
ADRN	157570
MES	3866
ADRN	11076
MES	9
ADRN	4163
ADRN	8941
MES	92126
ADRN	65989
MES	84525
ADRN	23566
MES	598
ADRN	1826
MES	51523
MES	5293
MES	80176
ADRN	284307
ADRN	10243
MES	57687
ADRN	55092
ADRN	2628
ADRN	596
MES	85442
MES	719
MES	5621
MES	146
MES	84978
MES	51030
MES	7857
ADRN	2596
MES	3913
MES	8462
MES	131578
MES	55106
ADRN	257019
MES	6641
ADRN	27085
MES	154141
ADRN	2845
MES	1051
ADRN	375444
ADRN	114900
ADRN	140733
ADRN	253782
MES	55304
MES	55352
MES	8708
MES	8801
MES	80765
MES	27254
MES	55970
ADRN	83886
MES	55277
ADRN	10690
MES	57571
MES	348938
MES	10125
ADRN	5883
MES	30008
MES	80194
MES	64393
ADRN	148203
ADRN	91607
MES	57175
MES	221468
ADRN	79612
MES	339122
ADRN	254122
ADRN	9420
MES	5916
MES	54961
MES	51162
MES	55191
MES	26579
MES	541471
MES	344558
MES	727936
MES	257236
ADRN	340252
ADRN	54674
ADRN	80070
MES	54625
ADRN	1163
MES	22885
MES	81839
MES	91683
ADRN	158399
ADRN	56977
MES	1605
ADRN	3642
MES	1600
MES	254102
ADRN	256130
MES	5797
MES	79834
MES	1464
MES	257364
MES	64859
MES	27284
MES	11163
ADRN	5091
MES	64802
MES	26032
MES	57493
ADRN	124857
MES	57674
ADRN	220359
ADRN	81033
MES	23333
ADRN	84733
ADRN	6712
MES	114897
MES	115123
ADRN	353189
MES	128344
ADRN	80311
MES	253512
MES	253827
MES	10333
MES	285704
ADRN	344191
MES	57659
ADRN	8711
MES	23612
MES	127435
MES	219833
ADRN	9156
ADRN	400986
ADRN	148014
ADRN	162968
ADRN	7368
MES	6578
ADRN	3177
ADRN	9024
MES	9610
MES	152816
MES	8322
MES	57124
ADRN	254263
MES	155185
MES	9435
ADRN	11065
ADRN	149420
ADRN	92369
ADRN	5897
MES	55690
ADRN	65108
ADRN	200197
ADRN	253559
ADRN	22843
MES	1649
ADRN	4878
MES	392
MES	1474
ADRN	162655
ADRN	1139
MES	56674
MES	56675
ADRN	5122
MES	79772
MES	57804
MES	23529
MES	10589
MES	79836
MES	83638
ADRN	51642
MES	8061
MES	79783
ADRN	116028
MES	146691
ADRN	58492
MES	205251
ADRN	145270
ADRN	169841
MES	375757
ADRN	797
MES	200407
ADRN	3234
MES	79666
MES	379
ADRN	63893
MES	93129
ADRN	400224
MES	84617
MES	116068
MES	26471
MES	8877
ADRN	79915
ADRN	25914
ADRN	414149
ADRN	7694
ADRN	79369
ADRN	3291
MES	63951
MES	84277
MES	284346
MES	11145
ADRN	148252
MES	222171
ADRN	100128398
ADRN	9920
MES	4642
MES	666
ADRN	8851
ADRN	284424
MES	284207
ADRN	2902
ADRN	6664
ADRN	7298
MES	56892
ADRN	284358
MES	51301
ADRN	4062
MES	387758
MES	147912
ADRN	54503
ADRN	5426
ADRN	57453
MES	391
MES	64787
ADRN	283576
MES	196527
ADRN	403341
MES	440672
ADRN	284716
ADRN	157807
MES	6197
MES	374907
MES	11253
ADRN	3738
MES	253461
ADRN	8541
MES	219285
MES	5074
MES	7050
ADRN	266812
MES	203111
MES	284119
ADRN	51046
MES	79874
MES	475
MES	401474
ADRN	83903
MES	3725
ADRN	79605
MES	2629
MES	57104
MES	57085
ADRN	283316
ADRN	222183
MES	254827
MES	977
MES	5441
MES	25945
MES	2314
ADRN	10949
MES	648987
MES	66005
ADRN	253639
MES	8269
MES	1176
ADRN	30832
MES	92949
MES	254228
MES	259173
ADRN	163071
ADRN	205147
ADRN	285676
ADRN	57191
MES	5339
ADRN	114798
ADRN	348654
MES	282679
ADRN	152573
MES	79962
MES	100653515
ADRN	2731
MES	767
MES	4094
ADRN	80034
MES	84875
ADRN	54913
MES	2907
MES	22882
MES	389336
MES	9242
ADRN	285346
ADRN	5198
ADRN	399668
MES	51341
ADRN	80010
ADRN	9212
ADRN	317761
MES	286499
ADRN	84667
MES	59344
MES	2517
MES	811
ADRN	100506127
MES	440087
ADRN	256472
ADRN	23302
ADRN	54734
ADRN	2624
ADRN	10620
MES	2262
MES	24147
MES	3352
ADRN	201164
ADRN	2918
MES	144811
MES	91523
ADRN	729614
MES	727957
MES	9792
MES	126326
ADRN	9378
MES	55017
MES	284297
ADRN	401097
ADRN	100289137
ADRN	253650
ADRN	255043
ADRN	1731
ADRN	7054
ADRN	200150
MES	386618
ADRN	222166
MES	90411
MES	2619
MES	8334
ADRN	387640
MES	8347
MES	151963
MES	84333
ADRN	4081
MES	79642
ADRN	389840
ADRN	10224
MES	64388
MES	404093
ADRN	283554
MES	166379
MES	1728
ADRN	1129
MES	2149
ADRN	55526
ADRN	389197
ADRN	92293
MES	284114
MES	91351
ADRN	9625
ADRN	23109
MES	6657
ADRN	339500
MES	5912
MES	6448
MES	7262
ADRN	285973
ADRN	575
MES	285195
MES	55343
ADRN	6517
ADRN	55228
ADRN	3418
MES	375061
ADRN	11022
MES	64764
ADRN	8633
MES	7318
MES	2131
MES	10159
MES	23336
MES	338322
ADRN	55137
ADRN	338707
MES	716
MES	2055
ADRN	55344
MES	11247
ADRN	400629
ADRN	128553
ADRN	402415
MES	633
MES	439921
MES	3985
MES	84975
ADRN	6304
ADRN	2049
ADRN	9951
MES	83882
ADRN	283870
MES	302
ADRN	340146
MES	5069
ADRN	2894
MES	1397
MES	345557
MES	80781
MES	6734
ADRN	389114
ADRN	124976
ADRN	18
MES	150084
MES	2621
ADRN	57596
MES	10082
ADRN	163933
ADRN	2842
ADRN	83698
ADRN	80164
MES	754
ADRN	5343
MES	147372
ADRN	27439
ADRN	284656
ADRN	54880
MES	126075
MES	54101
MES	4600
ADRN	84206
MES	54855
ADRN	54039
MES	388121
MES	128989
ADRN	441061
ADRN	64410
MES	5678
MES	9241
MES	7378
MES	4978
MES	10186
MES	29110
ADRN	10293
ADRN	11200
MES	668
MES	10317
MES	80139
ADRN	90187
ADRN	286826
ADRN	29944
MES	2863
ADRN	100129543
MES	55243
ADRN	128239
ADRN	6331
MES	340075
ADRN	130502
ADRN	219527
ADRN	131096
MES	71
ADRN	6900
MES	79174
ADRN	54328
ADRN	11066
MES	5101
MES	220323
MES	5587
ADRN	401145
MES	254887
ADRN	256714
MES	1435
MES	84517
MES	84441
ADRN	26039
ADRN	9735
ADRN	5454
MES	348013
MES	5627
ADRN	340542
ADRN	1850
MES	9021
MES	340061
ADRN	5142
MES	284467
ADRN	90134
ADRN	4753
ADRN	81931
ADRN	157313
ADRN	139285
MES	8349
ADRN	5413
ADRN	389816
MES	25923
ADRN	6991
ADRN	340562
MES	51334
MES	54732
MES	9823
ADRN	8971
ADRN	140597
ADRN	3714
MES	11274
ADRN	140707
ADRN	6092
MES	2157
MES	23764
MES	10519
MES	56899
MES	100130771
MES	23768
MES	51065
ADRN	149175
MES	387263
ADRN	4887
MES	283820
ADRN	353274
MES	285755
ADRN	7625
ADRN	147111
MES	8651
MES	6948
MES	10634
MES	266722
MES	93349
MES	123283
MES	64754
MES	25840
MES	374395
ADRN	55010
MES	4582
MES	5592
MES	7026
ADRN	8788
MES	113146
MES	169611
ADRN	389119
ADRN	64714
MES	89782
MES	5034
MES	399694
MES	677
ADRN	6490
ADRN	8224
MES	3434
MES	339366
MES	80333
MES	5833
ADRN	339983
MES	339512
ADRN	374899
MES	3916
ADRN	5727
ADRN	84924
ADRN	157567
MES	283149
ADRN	146909
ADRN	89958
ADRN	64757
MES	345079
ADRN	388567
ADRN	2558
MES	7058
MES	353322
MES	200035
ADRN	115560
MES	4674
MES	11118
ADRN	27445
ADRN	23040
MES	4771
MES	221491
MES	7328
MES	84981
ADRN	84842
ADRN	5138
ADRN	90668
MES	55615
ADRN	139599
MES	25794
ADRN	654254
MES	10614
MES	105374836
MES	129293
ADRN	79955
MES	23275
ADRN	4137
ADRN	54821
ADRN	338761
ADRN	349667
ADRN	55893
MES	64800
MES	138428
MES	5333
MES	957
MES	4286
ADRN	6585
MES	130574
MES	1645
ADRN	342865
MES	4501
MES	2650
MES	23048
MES	79659
MES	4059
ADRN	349136
MES	1630
MES	338645
ADRN	387763
ADRN	3767
MES	1282
ADRN	5757
ADRN	200424
ADRN	57335
MES	9636
ADRN	404037
MES	79875
ADRN	2175
ADRN	79048
ADRN	10507
ADRN	389421
ADRN	64170
ADRN	375033
MES	57048
ADRN	342979
ADRN	100288637
MES	7373
ADRN	222696
MES	6274
MES	10123
ADRN	65998
ADRN	346007
MES	375790
ADRN	199777
ADRN	374383
ADRN	390927
ADRN	57801
ADRN	401541
ADRN	388228
ADRN	10991
ADRN	282973
MES	6402
ADRN	375298
MES	389792
ADRN	3014
MES	644815
MES	388115
ADRN	345630
MES	144535
ADRN	728833
ADRN	653820
ADRN	340719
ADRN	340784
MES	1806
MES	140576
ADRN	340277
ADRN	130612
ADRN	388336
ADRN	79844
ADRN	389206
ADRN	149297
ADRN	346689
MES	642938
ADRN	23036
MES	51136
ADRN	374393
ADRN	3005
MES	219348
MES	1364
MES	100129583
MES	6284
ADRN	7581
ADRN	4128
MES	654433
ADRN	9729
ADRN	3146
MES	8510
MES	400745
ADRN	440519
MES	3556
ADRN	11122
ADRN	5079
MES	23424
ADRN	4661
MES	8644
MES	6275
MES	79633
ADRN	148213
MES	83931
MES	9725
ADRN	64218
ADRN	9687
ADRN	51427
ADRN	131034
ADRN	1995
ADRN	55190
ADRN	79754
MES	388324
ADRN	51466
MES	2050
ADRN	7678
ADRN	284739
ADRN	2104
MES	6817
MES	27010
MES	6536
MES	60312
ADRN	165679
MES	4311
ADRN	728833
ADRN	729533
ADRN	8912
MES	3908
MES	23654
ADRN	55966
ADRN	7516
MES	4312
ADRN	6925
MES	3269
ADRN	55532
MES	100287569
ADRN	643836
ADRN	7442
ADRN	7582
ADRN	170959
ADRN	147686
MES	2760
MES	6273
ADRN	7088
ADRN	55534
ADRN	80345
ADRN	89853
MES	100
MES	10865
MES	3914
MES	9260
MES	2316
MES	219623
MES	10447
MES	837
MES	307
ADRN	642968
ADRN	7697
MES	29950
ADRN	163227
MES	309
MES	284266
MES	85379
MES	3482
MES	79690
ADRN	80055
ADRN	6714
ADRN	113835
MES	124905135
MES	400931
MES	6583
MES	25959
MES	135398
ADRN	100190938
MES	128486
ADRN	641
ADRN	399717
MES	6840
MES	26020
ADRN	401898
ADRN	148198
ADRN	171392
MES	104
MES	728
ADRN	1735
MES	79674
ADRN	55753
MES	373156
ADRN	50861
MES	5154
MES	1305
ADRN	57116
MES	81031
MES	64078
MES	26037
MES	23556
MES	11147
MES	5167
MES	8076
MES	80380
MES	55742
MES	92689
MES	5660
MES	6281
ADRN	222662
MES	6884
ADRN	9719
MES	4641
MES	85236
ADRN	342926
MES	105369213
MES	5336
MES	89848
MES	6277
ADRN	26052
MES	4155
ADRN	54898
ADRN	440295
MES	51135
MES	57089
ADRN	147741
ADRN	10793
MES	140885
ADRN	5557
ADRN	27233
MES	23607
MES	337876
MES	54863
ADRN	27300
ADRN	84775
ADRN	55713
ADRN	83694
MES	642489
MES	6815
ADRN	5178
ADRN	219844
MES	444
ADRN	200734
MES	50618
ADRN	4914
MES	7296
ADRN	441478
MES	7169
MES	7975
ADRN	7594
MES	9358
ADRN	343035
ADRN	23237
ADRN	9745
MES	26112
ADRN	6262
MES	9060
MES	24
MES	112770
ADRN	124930
ADRN	64093
MES	164284
MES	25829
ADRN	192683
MES	25925
MES	115701
MES	113402
ADRN	3151
MES	140606
MES	92235
MES	11153
ADRN	100129792
ADRN	57713
ADRN	150771
MES	149345
ADRN	9055
ADRN	3897
ADRN	9722
MES	158511
ADRN	134548
MES	84456
MES	9848
MES	101928198
MES	7052
MES	54470
ADRN	6096
MES	259230
ADRN	109729141
ADRN	375057
MES	388722
MES	389432
ADRN	387103
MES	92565
MES	196051
ADRN	154442
ADRN	100113403
ADRN	100505933
ADRN	134701
ADRN	286411
ADRN	109729184
MES	221424
MES	124900275
ADRN	340543
ADRN	257407
ADRN	340527
ADRN	57683
MES	3108
MES	100507463
MES	1290
MES	5696
MES	6891
ADRN	4855
ADRN	177
MES	400743
ADRN	221527
MES	143903
MES	4758
ADRN	4439
ADRN	55937
MES	4277
ADRN	90233
MES	100507436
MES	3107
MES	170679
ADRN	80742
MES	780
MES	3133
ADRN	57540
ADRN	147081
ADRN	554235
MES	100268168
MES	100131897
ADRN	554251
ADRN	401431
MES	57126
MES	5673
MES	56114
ADRN	56140
ADRN	56146
MES	93035
MES	100130958
MES	79583
ADRN	149837
ADRN	201725
MES	5699
ADRN	5150
ADRN	100113407
ADRN	56953
MES	9289
MES	54458
MES	388135
MES	3426
MES	54809
MES	255919
MES	3887
MES	7114
ADRN	100144603
ADRN	8110
ADRN	339674
MES	162073
MES	192668
ADRN	653082
MES	57194
MES	3136
MES	131873
MES	3105
ADRN	348801
MES	389136
ADRN	131405
