"chr","start","end","CM_24h_ATAC_S165170_REP1","CM_24h_ATAC_S165170_REP2","CM_48h_ATAC_S165167_REP1","CM_48h_ATAC_S165167_REP2","CM_control_ATAC_S165169_REP1","CM_control_ATAC_S165169_REP2","SH_24h_ATAC_S165164_REP1","SH_24h_ATAC_S165164_REP2","SH_48h_ATAC_S165165_REP1","SH_48h_ATAC_S165165_REP2","SH_control_ATAC_S165166_REP1","SH_control_ATAC_S165166_REP2"
1,8361497,8420686,0.177930841767753,0.176733278088619,0.175580976828678,0.172431355889136,0.172511588295145,0.152868072146671,0.199833985250982,0.181986316142175,0.211313630968559,0.180369014058624,0.199365281538602,0.170282580233907
1,8651947,8719251,0.230789604971488,0.226604446717748,0.19782255367697,0.223807976410401,0.269005990878092,0.278721484304081,0.173102018993946,0.185592541543164,0.211053527558588,0.209884695612128,0.20015185309121,0.201364361863245
1,15876747,15919451,0.228204576476136,0.249443702605301,0.172307225750264,0.169906037976868,0.194287762313312,0.220622400963307,0.134425484491776,0.132214795811842,0.127240239457307,0.142211574667592,0.119574761005736,0.128073471963398
1,22062647,22113501,0.103106825016624,0.110895608878123,0.0991654597305679,0.083446716760977,0.113146677503776,0.113356547836906,0.144431580001575,0.121674590949347,0.129039801600389,0.121161152533204,0.128753666639092,0.121998857860781
1,24764497,24804201,0.112176812900446,0.13100234816934,0.100794479960528,0.111097724078974,0.145420807890365,0.163510879712084,0.1052053433382,0.0932666946315089,0.088508676142399,0.0980792662685572,0.0842495526008067,0.0842581451201915
1,30961597,31055101,0.122539213573367,0.1616760468787,0.100326391914458,0.102715800033673,0.136913514102337,0.136827585205065,0.125622001952214,0.109507820255286,0.117898983710921,0.104796415926863,0.102408702852729,0.118095345408482
1,36342397,36377001,0.345961790960716,0.377602931391774,0.286862337847582,0.274948660491601,0.375015554793683,0.44401368975141,0.301456125408336,0.365333267143586,0.385524141305296,0.327965833704692,0.399197634677632,0.358907431137215
1,39102947,39272851,0.215543765034434,0.236825222070951,0.16550169772985,0.195334883631248,0.236786056554481,0.226965545979083,0.196427399003759,0.191299964872821,0.202294101988545,0.199240878391537,0.19736586017984,0.191278507653508
1,39375747,39427701,0.268444947676493,0.304011088866372,0.216990866227618,0.217634679455507,0.304146072153528,0.336860752086908,0.298614883842772,0.274224805142237,0.253529776877615,0.24251152538235,0.257532647708745,0.277619041348493
1,42924547,42953701,0.194640059018847,0.244836680977219,0.153621255479706,0.124052208579507,0.368515474846973,0.353850993888464,0.21624264177072,0.2111848483252,0.173430462256346,0.219778632032415,0.239953552338375,0.280905650588701
1,51619871,51673751,0.228236238875137,0.269426615898797,0.182975338927014,0.17497315799655,0.279442258676121,0.233484069297488,0.16836109869861,0.155795428033768,0.184762824392825,0.169739686160337,0.184518752834035,0.204000814036787
1,66517297,66635601,0.19240795986116,0.17932765833489,0.155172182273523,0.151453035238559,0.181110020229777,0.191781421552088,0.153195321364296,0.142802261163664,0.125382879564953,0.129847572892412,0.133170751898198,0.127676043869676
1,76022997,76110101,0.198578363473306,0.212385669162507,0.184971220014904,0.162935606047222,0.246548250384853,0.240881720790571,0.172780329780156,0.165336913001271,0.180445780393205,0.169360864601177,0.168028487438415,0.151058525785306
1,85313097,85385301,0.174870260264918,0.198282658425891,0.145087138330845,0.149761767781192,0.211859059559306,0.187214127968453,0.157556987013773,0.164500349746644,0.141631401328811,0.122272755006881,0.170949722766491,0.152461117003912
1,85427447,85462205,0.150897549664195,0.101907884961653,0.0985728309006944,0.123395779006302,0.154252022893368,0.112941404161136,0.13586820676119,0.158175722504738,0.147218387367637,0.193888681497938,0.13014166493028,0.133969183015793
1,85548747,85585701,0.367128999862888,0.356538029326512,0.310993045933048,0.30113369100657,0.374753524973239,0.397609718611414,0.5455451096195,0.550567790616129,0.436608773118483,0.489793248871986,0.62299902202701,0.497657042824409
1,93606097,93645601,0.186460186341506,0.178910816000299,0.159613420513216,0.152637237133904,0.175974168901043,0.216346985302864,0.206501017774837,0.225434498364978,0.195032819747758,0.253584479257726,0.197978955527085,0.222572412094668
1,115298747,115335151,0.268905047971039,0.224728434779581,0.254987485936678,0.259495623960504,0.268572544693537,0.310149455833508,0.139532158045973,0.141040116408326,0.146194891684993,0.152649877467666,0.146459121298448,0.142769652526113
1,156086247,156141351,0.702229689687584,0.750035320161677,0.623724358255178,0.597951130890995,0.765887541883901,0.647787709924032,0.513111211248572,0.505944142833917,0.658927337158881,0.632093335516421,0.638926100259215,0.624964903876806
1,157996270,158050551,0.328804973290863,0.380384447018198,0.294003407189959,0.305080472635268,0.390218545815023,0.351847312315097,0.267098152121228,0.274314090729916,0.260245224308506,0.251486705771456,0.234721979899481,0.251243604347672
1,162653747,162723901,0.213199302552595,0.237211233177466,0.169226527905275,0.180641617264286,0.228005994042027,0.183161092636186,0.161473081117243,0.158051751714945,0.143766405716076,0.159148404774969,0.16186351209422,0.161285952198482
1,163033097,163057701,0.478602107454101,0.375487795295362,0.330733504829871,0.363540876914077,0.430578819440031,0.42536498972707,0.379185086696453,0.384268237947814,0.354414849186114,0.394523303979724,0.333195096148507,0.309075529288208
1,181092697,181117901,0.646307616485427,0.71097428494182,0.463726650190092,0.463369289764615,0.62015975925629,0.58254849069894,0.439929801976542,0.460170730208065,0.392432091324492,0.408331953064477,0.409579492636708,0.387716590609011
1,183026457,183071551,0.270628199234684,0.390479855409548,0.302673827848159,0.313830395352236,0.333274939674942,0.352427644119689,0.22519121136391,0.140922266467427,0.141288582037557,0.236215990662214,0.210235861237713,0.236349202793081
1,198254597,198295951,0.148700361575769,0.150867434720518,0.131908818383744,0.145753729868825,0.159824660037788,0.15225184453603,0.130903559663485,0.150228439466541,0.0981381475925481,0.110346441016972,0.116160141107749,0.131270932014813
1,203506147,203560001,0.301772224375281,0.351526245248515,0.281892308721926,0.298826336528741,0.316004627022959,0.342365939689078,0.229184356778519,0.178154003846311,0.249003610417025,0.248001119749646,0.275024472673749,0.275294172337324
1,203663097,203697401,0.244859529230058,0.212890643320367,0.195031075798933,0.193143635712287,0.291447670181311,0.256004450722395,0.187945572721328,0.171472438974209,0.229535122511671,0.236928128711417,0.186067351899114,0.21610479266249
1,204408247,204440051,0.605613125264555,0.56266447595716,0.498866912832349,0.395198063120923,0.584861705591681,0.55446536054884,0.31701040260184,0.27510491159159,0.28244608275208,0.336460252335611,0.3430237404767,0.34140878429485
1,218449847,218501301,0.290917725466473,0.334039721613057,0.304484411588372,0.216001042469201,0.390456941291946,0.426237840730071,0.128478962461083,0.154395863425918,0.151988999356764,0.128043629031443,0.163938309587191,0.157731548050159
1,223704647,223734151,0.527288098741803,0.50969909151819,0.447442769759371,0.472346764002177,0.557041159763174,0.587850485786438,0.402965476218378,0.397365141129406,0.407919755350203,0.375428684828253,0.433625024618988,0.396886622797452
1,223747397,223789651,0.177566023437249,0.197908034126689,0.144576631235562,0.139873060186033,0.203942629062205,0.225220591855509,0.166815483888287,0.168169972971453,0.162829207508224,0.142383111496719,0.157115303942655,0.156656464786948
1,234956997,235001201,0.391890499394626,0.416986528274729,0.328134483368285,0.362946186936904,0.499805626915519,0.431826679358787,0.214500447607546,0.241092266334717,0.27944415259894,0.23738099583136,0.242727964319106,0.234990908366104
1,243246597,243291601,0.560449346466921,0.617759220768176,0.479251436509347,0.44937905311879,0.549014859478123,0.609936554892147,0.358754214060232,0.261286888472569,0.37826315957784,0.343340435041982,0.349043892579524,0.247660469369691
10,3071624,3114001,0.308837279083542,0.298452588169414,0.270975382979085,0.264237706200291,0.313027786468974,0.332097505204887,0.237866581619551,0.259007326612681,0.188819639008372,0.243905676845481,0.203907122483516,0.189603930918425
10,4765947,4781801,0.413984653845872,0.40122821270881,0.285349470467278,0.274759404443571,0.341327659165605,0.285348440955658,0.158394731233785,0.192454744968764,0.200595460931549,0.204136241692386,0.176561944847561,0.181756652782208
10,17198947,17218401,0.377656716772267,0.399672534068086,0.283423585319661,0.283055785103266,0.419123318103851,0.430952510563794,0.245800813702271,0.2756769394384,0.237581092271693,0.289654276516201,0.295329271221433,0.289120253525177
10,28539747,28607351,0.126415207879278,0.139868677672329,0.118609927785614,0.10428256933726,0.178289569510498,0.118784736581137,0.130887125954763,0.134856862162271,0.0871830265198585,0.0858459887810281,0.101971426667572,0.0956962101634347
10,32938556,32963651,0.425939988960707,0.456565951495878,0.329543034711646,0.327935428844188,0.38755619826887,0.387712036794971,0.29525800466281,0.32593442742609,0.310480734435853,0.267071088962693,0.298894805481159,0.290648778284864
10,33210847,33241751,0.242834249084026,0.214698089995062,0.174528123581709,0.188602928759253,0.277495839501045,0.251649221993451,0.133532613498778,0.133901197729288,0.120627656516841,0.134370589564128,0.17085641344596,0.142696779208619
10,52516047,52542901,0.309326981350221,0.357034628308764,0.260362142167798,0.286890280776939,0.316378795032579,0.216319103007726,0.134438575177233,0.1062751584015,0.136195570330852,0.151946009707148,0.141398000175601,0.12204730525139
10,61991497,62095251,0.248785449765658,0.264642939828078,0.24069011935826,0.231577341314994,0.262653545850158,0.277627543214585,0.163577318701613,0.178113331465211,0.154927763836734,0.158025983000988,0.161811182103294,0.156572938975013
10,62224097,62264501,0.208755630611336,0.234128778302694,0.119299315541761,0.153894111154749,0.215366095858412,0.217094166344802,0.112366913555142,0.107470898741524,0.127968632053403,0.124671828539553,0.144435866509657,0.126649763557451
10,71835247,71861901,0.620692973023315,0.66402467784442,0.527303134808867,0.51149418459765,0.62300240301614,0.691672687685107,0.264774348965526,0.258740069637525,0.340229261293332,0.355470641608843,0.415938470890872,0.436817374080667
10,74049647,74090251,0.171149051544212,0.167093481702045,0.126003393588287,0.135226979491489,0.173095577243247,0.162364712461743,0.110835928861745,0.10800810438112,0.113448583309585,0.095253551342144,0.103533644407148,0.102734291798186
10,77494247,77535201,0.419418187657667,0.46773933060584,0.316087320117801,0.30574062727692,0.463319784352849,0.447290822132296,0.206457430698775,0.194336688719382,0.24015657394323,0.251550518292763,0.263999216601885,0.276728024813968
10,90913547,90937551,0.499343664702021,0.375027692236334,0.306748295119779,0.330343967208025,0.732105593991286,0.65448699926908,0.168289573874982,0.198802650886362,0.180390783717341,0.168771474703041,0.227470188625824,0.253143745707592
10,93435197,93479316,0.47208588852143,0.485708156566504,0.335491226728379,0.365278800120646,0.546566362260833,0.495719900393582,0.278895199816586,0.255341496552758,0.300150574684265,0.283116416442791,0.331392709480622,0.292164181758464
10,99945397,100006952,0.250549240911543,0.333523493563335,0.240154194719562,0.270216410675863,0.293926523082778,0.305724256585815,0.168104612319532,0.207393019259182,0.197452925670787,0.193239066772433,0.185141270793426,0.209035097295576
10,126198347,126264901,0.27875628899913,0.252814237439152,0.186374779882953,0.227471048288157,0.300332081297469,0.299364771028137,0.194290935023962,0.18764620579099,0.165892392076499,0.16329036638602,0.15512710307353,0.16832487315794
11,8704047,8734001,0.481971096637443,0.521687551998713,0.414655690714396,0.359735608226868,0.560994131376007,0.503783294407647,0.247677137451745,0.214708313379435,0.24349016050622,0.248012164203018,0.283279509925739,0.274708647525319
11,9564747,9593851,0.69398948764393,0.743007568161435,0.577828417999664,0.560896046260364,0.62657826783164,0.682173859480956,0.337150939419794,0.29925095429539,0.395313640196171,0.357303445092666,0.397186664092149,0.396439032618116
11,11967747,12002851,0.348422490439045,0.348622435920339,0.303179907074135,0.283537565724118,0.369445068181714,0.403766759355814,0.257203971500031,0.263876105519014,0.24733582859402,0.285312709056895,0.257039664820084,0.243693051560859
11,12156847,12238251,0.379248224133512,0.456791125594265,0.323500781802676,0.283242019011847,0.46666706261307,0.466827727381187,0.176431226795086,0.186440515018525,0.175840082039741,0.184447228089024,0.219240518289775,0.205039927624367
11,19861497,20113851,0.243084929814146,0.251742095868038,0.209697453953001,0.222021032790287,0.301976007839264,0.293595832376321,0.162742282684522,0.160842886114522,0.133194882854848,0.140080577335623,0.145366367181198,0.146560923779434
11,47499597,47549701,0.225152792360774,0.260388501473606,0.164370275311877,0.200975820218251,0.220765392961015,0.187781715443417,0.167301021207129,0.19374064216382,0.187760113932211,0.177331902475781,0.131571177868449,0.148635240188144
11,57764759,57800701,0.39154747949832,0.378892846558479,0.365618872911171,0.334759175522707,0.497090905630515,0.473277515080965,0.25377534588133,0.260860735354791,0.209053200060163,0.263625180239882,0.239637985277414,0.230289315277908
11,65471697,65503201,1.01728530056388,1.11158666637156,0.949213547864935,0.87464375788714,1.20811447340701,1.17116858807794,0.493650991705015,0.515197981788654,0.737381132781892,0.727577777154179,0.639002880991421,0.718731865722274
11,66066197,66134001,0.354264133423626,0.365571257163965,0.324799463016978,0.328350613482019,0.359143315525609,0.342364253671727,0.207097483224697,0.204075717210382,0.244501433616214,0.252987942980719,0.250547854377224,0.247189062367513
11,72023997,72043951,1.00298270774172,0.977122445465383,0.912059587356968,0.790165717814246,0.836817285648836,0.981330243573846,0.467776798429385,0.544122433030131,0.681886920430749,0.628980022472859,0.515873229338765,0.563886056209546
11,74121747,74163301,0.365772084236815,0.298727598530829,0.243769190862373,0.228844003574449,0.244238863485802,0.341878202945491,0.123911518181917,0.214795852354975,0.183754815640631,0.149419572929045,0.209405115768259,0.124370969574194
11,86717847,86763301,0.330525035555583,0.367336724990681,0.287760341436454,0.322808527110293,0.457253674174403,0.483301601569406,0.166825590543583,0.180594723943682,0.135566819321345,0.156734690066169,0.199448466791546,0.195074925653306
11,94771339,94807201,0.223778188006055,0.349143268249123,0.221087433168305,0.159132271137244,0.354695164447128,0.323125971831749,0.181399030821933,0.167508801939529,0.279268651216026,0.150696804841211,0.193849625281188,0.203138904798564
11,96045247,96167601,0.264576089443651,0.263968916425451,0.214782865066618,0.198917745436164,0.253819990333554,0.246505530544102,0.169772923083039,0.178258522755445,0.15869655089422,0.15132786361819,0.166360233737522,0.173216591646753
